customer_tweet_id,customer_text,reply_text,created_at
1284808,pls DM... been 6 days &amp; bags scheduled for pickup last week still here... but,"Hello, Lauren. I've enabled private messaging, please feel free to contact us via DM. ^KL https://t.co/1XyLaGkcaN",Thu Oct 26 19:22:00 +0000 2017
619732,"- had a problem with an order, emailed amazon and they fixed it and made me a VERY happy customer. Best company ever. Thank you!!",Thanks for sharing! Please let us know if you need any additional help in the near or far future! ❤️😍😁 ^KJ,Wed Oct 04 20:40:37 +0000 2017
2677379,"Los rotuladores Copic, los pinceles japoneses, los libros sobre Japón… bueno, para resumir: JAPÓN 🇯🇵",¿Cuál es el último libro sobre Japón que has leido? 📖😌 ^LG,Tue Oct 31 16:06:00 +0000 2017
2384901,"Ordered Nokia8 w/ exchange.Old phone has no broken screen, it’s little black from inside for left top. Courier guy dint take it!",not in an acceptable condition. For more details on this kindly refer here: https://t.co/WfzNUm2MA2. 2/2 ^AB,Fri Oct 20 09:01:07 +0000 2017
2154438,A esto me refiero... o me deben $5mil y no proceden a la devolución de la plata! https://t.co/o0fRoAkxMp,Hola. Lamentamos saber de esto.Por favor contacta nuestro Servicio al Cliente en el siguiente enlace: https://t.co/beR78zMMYB ^JJ,Thu Nov 09 02:12:00 +0000 2017
2150946,I have not yet received any response in my mail. Refund has also not been initiated since months. Are you not satisfied with this long wait?,I request you to please wait for our team to send you the correspondence. Appreciate your patience.^SF,Thu Oct 19 13:13:00 +0000 2017
2840158,"I think you should change the name of your ""FREE One-Day Delivery"" if it's going to take 3 days. https://t.co/XgLzCSjpez","Sorry for the delay! Some items have a longer processing time and during this busy period, some deliveries may take slightly longer than usual. You can find some helpful information here: https://t.co/VYxQH1pk6a I hope this helps! ^AD",Mon Nov 27 16:39:00 +0000 2017
1550761,在庫状況がなんとか仰っていましたが、在庫はたくさんあるみたいで。もうわかりませんわ,ご不快の念をお掛けし申し訳ございません。誠に恐れ入りますが、Twitter上では個々の注文について確認することができません。ご不明点などがございましたら、お手数ですが、再度お問い合わせくださいますようお願いいたします。TN,Sat Nov 04 03:27:24 +0000 2017
13177,Meu bebê chegou. Obrigado 💙 https://t.co/I3fqrg94Fb,"Que notícia boa, Luiz! Fiquei curioso... O que contém esse pacote? 🤔 ^CR https://t.co/DtVI16kHN1",Wed Nov 01 01:46:10 +0000 2017
339139,配達業者に連絡したところ、間違って他の家に届けてしまってたようで無事に荷物は受け取りました わざわざご連絡ありがとうございました,リプライありがとうございます。お受取りいただけたとのことで安心いたしました。このたびはお手数をおかけいたしました。ご不明な点がございましたらご遠慮なくご質問ください。今後ともどうぞよろしくお願いいたします。SK,Sun Oct 08 00:32:27 +0000 2017
1919886,I can dm you the order #'s to get them redelivered. Both were supposed to be delivered by Amazon carriers,We don't have account access on Twitter. Please contact us via phone or chat: https://t.co/hApLpMlfHN ^MW,Wed Oct 18 16:03:00 +0000 2017
2468628,screenshot of order details is attached. https://t.co/jhesCir3YW,"Also, please don't provide your order details, we consider it personal information. Our Twitter page is visible to the public. ^AK (2/2)",Sun Nov 19 08:34:54 +0000 2017
2790517,"Then why does your website say 8pm? All that's been said is it's delayed and to wait until Friday, which I can't do",Late packages will typically arrive the next business day. We can always look into this order for you as well by phone here: https://t.co/JzP7hlA23B ^VS,Tue Nov 21 20:19:05 +0000 2017
2040291,Amazonとかしたことないのに、こんなん来たんやけど（笑） これって迷惑メール的なやつ？ https://t.co/b9ZLJdPhnv,そちらのメールは、Amazonから送信しているものではございません。返信や電話などせず、破棄いただくことをお勧めいたします。正式なメールかどうかの識別方法については、こちらのヘルプページをご参照下さい。 https://t.co/29ojAwOl4C EK,Fri Nov 03 04:07:29 +0000 2017
28416,Still no information,I'm sorry for the wait. I've checked with the associate that's been assisting and they'll reply once we have more info. ^AM,Mon Oct 23 21:09:30 +0000 2017
1516093,Nouvelle date estimée: Entre le 3 et 6 novembre mais lundi midi max si je l'ai pas je le renvois j'en veux plus par contre,J'espère que vous recevrez votre colis avant lundi ^ME,Fri Nov 03 19:10:00 +0000 2017
1187089,I think this has been the worst experience I have had ordering a games console with,"I'm sorry for the poor experience! Without providing personal account information, can you explain a little more? ^LS",Tue Oct 24 23:46:27 +0000 2017
909541,But we got cod before now we can't Order with cod,carry an option for COD kindly opt for any other available mode of payment at checkout. 3/3 ^AB,Sat Oct 21 05:48:32 +0000 2017
1199738,Got my Pintola peanut butter with cracked lid and butter oozing out..,I'm sorry for the trouble. Please reach out to our support team here: https://t.co/2t6DQoUmNZ for further assistance on it. ^RW,Wed Oct 25 05:49:34 +0000 2017
467463,Grazie mille. Risolto tutto,"Grazie a te, buona giornata! ^FA",Fri Dec 01 09:42:00 +0000 2017
2834204,Guys at - you are the best ! Ordered for an anniversary at the last minute and got it at the perfect time ! Thank you so much !,This is what we want to hear from our customers. Thank you for your kind words. :) ^HS,Mon Nov 27 14:40:27 +0000 2017
2609226,Donc #PokemonUltraSoleilLune en rupture de stock chez alors que j'ai précommandé. Vous faites chier.,"Bonjour, est-ce que vous avez reçu un e-mail dans ce sens ? ^AR",Fri Nov 17 10:43:00 +0000 2017
1319027,I've only got two items; they're both dispatched by Amazon and the order total is over £20.,Seems strange. Please get in touch here and we'll check: https://t.co/JzP7hlA23B. ^BM,Fri Oct 27 08:32:01 +0000 2017
802350,I didn't get a response.,Did you reach out to us via phone/chat? We'd like to speak with you more via those platforms. ^VB,Thu Oct 12 17:34:00 +0000 2017
1243777,"el dia 23 de octubre, no recuerdo bien la hora, entre 6 y 9pm tal vez,","Jonathan, en caso de no recibir respuesta en hasta 48 horas hábiles, por favor, indícanos. ^CR",Wed Oct 25 23:45:00 +0000 2017
2500752,"C'est fait, merci à vous pour le traitement de mon problème...",À votre service ! Vous recevrez une réponse le plus rapidement possible. ^MA,Wed Nov 15 22:24:00 +0000 2017
1461506,Several parcels delayed lately despite choosing next day and being a prime customer. What’s going on? https://t.co/WCdjsaJQvl,"I'm sorry for the frustration, Jackie. Can you tell us who the carrier is? You can see it here: https://t.co/aaDyEz1VgE ^AJ",Thu Nov 02 18:27:00 +0000 2017
384762,"Non ho ricevuto niente, doveva arrivarmi il cinque","Mi spiace, l'articolo era venduto e spedito da Amazon o da un venditore Marketplace? ^GA",Mon Oct 09 11:43:00 +0000 2017
2539035,I cant wait for 5-7 days kindly i dont need amt to bank just give me amazon pay bal worth 200,I understand your concern regarding your refund. Please fill out this form: https://t.co/GIJyeYqKE0 and we'll look into this for you. ^AM,Thu Nov 16 11:07:28 +0000 2017
1273019,"Ah, but... which is which? “now” is one click?","yes, it is ^AT",Mon Oct 16 08:20:01 +0000 2017
990153,Amazon Logistics. Un des 2 envois porte le num C30006602943. Merci à vous,"Afin qu'on puisse vérifier votre dossier, merci de remplir ce formulaire via un PC : https://t.co/HtUowg2UGX ^SM",Sat Nov 25 11:17:27 +0000 2017
540881,Etil n y a aucun moyen de le recevoir plus rapidement ?,C’est l’information indiquée sur la page détaillée de l’article qui est correcte. ^MD,Sat Dec 02 16:45:43 +0000 2017
1454182,Does AMZL have a Twitter account? They have been delivering our Amazon packages and I have 1 complaint.,"We can help with that! Without account details, could you tell us what's happened? ^TK",Mon Oct 16 19:51:25 +0000 2017
257143,Can you give me sm solution regarding this order I shld wait fr this like a fool everyday #AmazonGreatIndianFestival #Amazon #AmazonIndia,The orders would be delivered until 8 pm. I'm sure this would be delivered. Please let us know in case of any hassle. ^BS,Fri Oct 06 12:04:29 +0000 2017
2667352,"Versuchen wir es jetzt doch mal mit Twitter? Vielleicht drehen wir uns dann nicht mehr weiter im Kreis😉 den wenn ich weiter die #Amazon #bots trainieren sollte, stelle ich es gerne in Rechnung.","Wenn wir, das Amazon.de Social Media Team, dir noch behilflich sein können, dann melde dich bitte über diesen Link: https://t.co/OrmRHrb4p9 ^AK",Sun Nov 19 10:23:00 +0000 2017
21948,yes did that but no outcome till now. waste of time,I'm sorry about the trouble. Kindly share your details here: https://t.co/cQVomR1pWz and we'll check with it. ^KH,Wed Nov 01 12:32:00 +0000 2017
475118,"you've kindly sent me this card, but there's no way to redeem it in my account https://t.co/eJ3q68tzfN","Hi, have you recently taken out a 30 day free trial with us? ^KI",Fri Dec 01 10:35:27 +0000 2017
2105777,"I filled out the form yesterday morning, it claimed someone would contact me within 12 hours and still nothing. I'm paying for a prime account that I can no longer use. How do I get someone to fix this asap? 4 days without any correspondence is not acceptable",I've taken a look and can see an email was sent yesterday. Can you check your Spam/Junk folder if you haven't received it ^MI,Wed Nov 08 13:11:35 +0000 2017
2240578,"Mon numero de commande est le 408-2074191-1976305 et les informations à transmettre sont : la rue indiquée commence à la place Gambetta en face de la friterie ""la gourmandine""","Je suis désolée mais nous n'avons pas la possibilité de faire cette manipulation. Par contre on pourra demander le retour contre remboursement, et vous repassez la commande. Je vous invite (Raisons de sécurité) à supprimer le numéro de commande de votre post.^FT",Fri Nov 10 16:11:35 +0000 2017
792073,u utterly idiotic portal. Now I've got a message that the product is delivered but where is the product?,Sorry to know about the delivery issue. Please revert to the email you've received from our team and we'll reach out. ^KA,Sat Oct 14 06:09:00 +0000 2017
368744,Hihihi mon colis est déjà en preparation pour l expedition pour me le faire livrer mercredi avant 20h merci 😉😊^^!!! https://t.co/rRxtDeRnsF,Vivement mercredi !! Vous nous tiendrez au courant ?! ^MH,Sun Oct 08 21:48:26 +0000 2017
279346,Do u hav any SLA. I hav been waitin wit patience frm last 7dz. No status is bein shared! U lockd my acct n nw nt refundin money as wel https://t.co/Z2RUrKsDi9,"Please don't provide your order details, we consider it personal info. Our Twitter page is visible to public. (2/2) ^SV",Fri Oct 06 22:07:31 +0000 2017
478573,Always have delivered to my safe place at a neighbours house before. Clearly just a driver who didn't care. Wouldn't mind but I buy from them an awful lot.,"Chantelle, I'm sorry to hear you've been experiencing issues with your deliveries. Do you mind telling me what's been going with your recent order? Has it been resolved? ^SY",Fri Dec 01 12:22:00 +0000 2017
1207997,ご丁寧にありがとうございます！ メールが来るのをのんびり待ってます,恐れ入ります。今しばらくお待ちくださいますようお願いいたします m(_ _)m HM,Wed Oct 25 09:59:40 +0000 2017
69900,I haven’t got any reply yet!,Please check for a correspondence from social media team here: https://t.co/fYrzNInVt2. ^AP,Sat Dec 02 11:36:00 +0000 2017
2151281,By amazon,Thank you for clarifying. Which website did you purchase from Amazon .com / .co.uk ? Were you provided with a revised date? ^TP,Thu Oct 19 10:47:36 +0000 2017
2336603,Is this the pace of prime service?!🤷🏽‍♂️ https://t.co/3iVw01E6dp,"order cost. Please wait till the estimated delivery date. For more info, please click here: https://t.co/8Nm8s8pJSI 3/3 ^KA",Fri Oct 20 03:49:54 +0000 2017
1247288,i have amazon charges on my bank account ... but no open orders SEATTLE WA 00000101 39CXXFBRN05K,"I'm sorry to hear about the charge, John! We'd like to help. When you have the time, contact us here: https://t.co/hApLpMlfHN ^HC",Thu Oct 26 01:24:25 +0000 2017
2781883,"La date est 21 au 23, et le colis n’est toujours pas expédié, il aurait dû être envoyé hier",Avez-vous signalé cela à notre service client je vous prie? ^BR,Tue Nov 21 17:15:21 +0000 2017
446051,"Please, Mozart's season 3 in Brazil... When?!?",Hi Paulo. We have no information regarding this. As soon as we have news we will post them in our website and in our social media. ^JJ,Thu Nov 30 19:23:32 +0000 2017
2397082,I’ve been tracking it a while... the delivery date has been repeatedly put back. It’s been ‘preparing for dispatch’ for about 3 months,"I am very sorry to hear this Lucy, can I ask for you to reach out to us here please: https://t.co/hApLpMlfHN. Thanks ^GA",Tue Nov 14 13:07:38 +0000 2017
1307643,Yeah i know you do.why dont you just check your great system and give me my cashback instead of contacting me and hearing all those things,"We'll not be able to check your information over Twitter. Hence, request you to submit your details in the link shared.^GK",Fri Oct 27 04:34:25 +0000 2017
2819225,DM me please,"USPS has started delivering parcels on Sunday using their Priority Mail Express! You can learn more on their website. I have enabled our DM for you, we are happy to assist. ^BE",Mon Nov 27 05:26:26 +0000 2017
350599,"Hey , look into this matter.",We'll forward your comments as feedback to the relevant team for better contests. ^MJ,Sun Oct 08 10:38:29 +0000 2017
2980993,Earlier today my package said it would be arriving today by 8pm. I checked later and it said sorry it wasn't delivered. Nothing else.,"I am so sorry to hear this, Sidney! We never want to let you down! Can you please let us know who the carrier is? ^BA",Thu Nov 30 05:04:52 +0000 2017
1739016,Livraison re-planifiée à la demande du client c'est faux hein. Le transporteur a décidé ça tout seul et moi j'attends!,"Bonjour, vous m'en voyez navrée. De quel transporteur s'agit-il s'il vous plaît?",Tue Nov 07 16:35:45 +0000 2017
1393937,"Ist nicht mal ne Sekunde, aber stört sehr.","Melde dich gerne mal mit weiteren Informationen (Gerät, Folge, Min:Sec) hier: https://t.co/aAfOxTGpe1 Gruß ^MI",Sat Oct 28 14:00:01 +0000 2017
2531996,I need my package like yesterday.,"Hi,I am very sorry to hear this. Please have a look at this link as it may help locate the parcel:https://t.co/0C423PmRiO ^CR",Mon Oct 30 11:40:38 +0000 2017
1236855,#AmazonIndia Employees the most unproductive staff,"That's quite a remark, Gautamee. Please elaborate your concern for us to assist you better. ^SV",Wed Oct 25 19:08:11 +0000 2017
982255,How long does getting in touch take? I want to get this resolved and am powerless to progress this. You understand how frustrating this is?,The timescale can vary. We can't estimate a response time for this. ^RL,Sat Oct 14 09:40:26 +0000 2017
2135550,"I was literally so surprised that I had to check to see if I had forgotten what day it was. , a week from today isn't Free Two Day Shipping. https://t.co/wH9BqwJOeh",Oh my! I'm sorry for any inconvenience this may cause! You can find info about free 2-day shipping here:https://t.co/dUquiUpKn5 ^AL,Wed Nov 08 18:00:34 +0000 2017
1775048,Trying to trade in my Xbox One 500gb console for the new Xbox One X. Couldn't get for sure info during chat session,What information or options were we able to provide? ^JP,Wed Nov 08 04:44:00 +0000 2017
285129,thank you!,Certainly! We're always here and happy to assist! ^JE,Fri Oct 06 14:15:36 +0000 2017
1736763,"I didn't request a refund either, I just want the game!",Can you contact us here: https://t.co/JzP7hlA23B? ^MC,Tue Nov 07 09:43:01 +0000 2017
2675670,"Bonjour, annulation de ma commande 171-1597923-3955541 sans me prévenir","Bonjour, Avez-vous reçu un email à ce propos? ^YL",Tue Oct 31 13:30:13 +0000 2017
2740084,Hard reset worked thanks,You're most welcome! :) ^AP,Mon Nov 20 17:31:00 +0000 2017
1560863,きにしやんでええで👍,(o*。_。)oペコッ TY,Tue Oct 17 04:51:00 +0000 2017
1605122,Amazonからきた！自分への誕プレ？笑 https://t.co/VytqWiCVxU,いつもAmazonをご利用いただきありがとうございます！ そしてお誕生日おめでとうございます！🎀°˖✧◝(⁰▿⁰)◜✧˖°🎉,Sun Nov 05 02:12:37 +0000 2017
898189,2度とAmazonで買わない😭支払いしたのにまた支払い番号くるし問い合せたら再度送った方で支払え言われるし。何で2重に支払いしやなあかんの笑 返金対応はないの？一切書いてないんやけど。 金額倍になるなら他で買うしよ笑 キャンセルになったんならそれでいいけど金返せ(･∀･)💭,ご不快の念をお掛けし申し訳ございません。返金のAmazonギフト券は「銀行振込」での返金に変更することが可能です。ご希望の場合は、口座情報などをお伺いする必要がございますので、恐れ入りますが、カスタマーサービスにお電話にてご連絡ください。TN,Sat Oct 21 03:50:00 +0000 2017
1547234,Couldn’t connect with customer care service,Sorry about that. May I know what's the error you're getting ? ^MM,Sat Nov 04 07:37:27 +0000 2017
2856547,this is the most perfect error page i’ve ever seen https://t.co/IIybRW7CEn,Nothing is more paw-fect than a picture of a dog! 🐶 ^HM,Mon Nov 27 21:41:00 +0000 2017
1700037,https://t.co/0s9xQArJyU,I'd like to have a member of our team look into this with you! Please enter your information here: https://t.co/AtJ0c9crVX ^ME,Mon Nov 06 21:09:45 +0000 2017
722541,". why on EARTH would I continue to pay for Prime when your self-owned shipping ""carrier"" (AMZL US) will not get my package to me in the two days EVERY SINGLE TIME. I live in a major city not in the boonies. Completely unacceptable.",I'm sorry for the trouble! We'd like to look into this with you. Please send us your info here: https://t.co/qDlWjOmRPH ^JM,Wed Oct 11 02:30:37 +0000 2017
374174,Finally on it’s way 💃🏼💃🏼 Can’t wait to read it 😍😍 (you took too long 🙄) https://t.co/LDTMHBeQOi,"We're as excited as you, Dámaris! Please let us know when you get it! :D ^CR https://t.co/ymPRVj0vAt",Mon Oct 09 00:54:38 +0000 2017
888189,is getting an email from “ __email__ “ telling me my order hasn’t been shipped because i need to fax credit card information and the billing adress legit or a scam ?,"Oh no! Sorry to hear this! We are unable to view your account via Twitter, however if you reach out to us here: https://t.co/hApLpMlfHN we can take a look at the correspondence we have sent you! https://t.co/hApLpMlfHN",Sat Nov 25 16:24:30 +0000 2017
712922,"Once again, your courrier has ""delivered"" a package that's not actually at my house.... second time I've had this issue with you",I'm sorry! Just to confirm; who's the carrier under tracking info: https://t.co/PyACxvY8Qo? ^WT,Tue Oct 10 22:42:33 +0000 2017
420978,"Issue in my nw iPad, If I ask for return they say 10 days return policy, but I couldn't do as i was in outstation not happy Amazon",Kindly get in touch with the manufacturer and claim the warranty. Appreciate your understanding. ^AK (2/2),Tue Oct 10 07:52:56 +0000 2017
2893081,"This is the current status of a pre order item should have been here Tuesday...., you did this with my Xbox X, what is it with Amazon and pre orders...shocking tbh, and we pay for prime..😳 https://t.co/lj8MB5pzVt","I am sorry to see this, its obviously very disappointing. Have we provided you with a revised delivery date? Who is the carrier for this order?^SM",Tue Nov 28 15:49:00 +0000 2017
2198813,Replied back stating concern of refunds,We've responded to you via DM. Kindly check. ^GK,Fri Nov 10 02:42:37 +0000 2017
354421,How many years does it take to resolve a technical issue. It is more than a week I posted my concern and still there is no soln.,Sorry for the ordeal. Please fill in your details here:https://t.co/GIJyeYqKE0. We'll look into it and get back to you. ^AS,Wed Oct 11 15:49:01 +0000 2017
2613315,"Okay, I see it on the computer now.. But can it fixed so we can access it on the mobile site and app please?",Glad to hear you can access it now. Are you getting an error when you try to access the Top 100 on the mobile site or app? ^PJ,Fri Nov 17 12:55:00 +0000 2017
2325527,My package was supposed to be delivered yesterday I need answers,I'm sorry you item hasn't arrived! Can tell us the carrier and the latest tracking info? Found here: https://t.co/q4LAMZ3tbE ^AC,Fri Oct 20 00:15:28 +0000 2017
267305,Amazonで注文したアイマスク。不在通知もなく発送完了済みになってて電話繋がらない、ネットの注文番号も一致せずで不思議に思って宅配業者調べたらちょっと前から導入されたらしい宅配業者で不評すぎオワタ(´-ω-`)私の不眠問題延長 デリバリープロバイダもう使わない,ご不便をおかけしております。宅配ボックスや郵便ポストにも届いていない状況でしょうか？ よろしければご注文の状況をお調べいたしますので、こちらからご連絡ください。&gt; https://t.co/J6YEizo6qC YM,Fri Oct 06 00:08:49 +0000 2017
419013,Yes u did. Did i not make it clear pathetic response #CustomerExperience,We're sorry about the miss. Please fill up this form: https://t.co/GIJyeYqKE0. We'll reach out to you. ^HK,Tue Oct 10 06:10:24 +0000 2017
2983128,"Si, hago el proceso y aun asi me dice que la contraseña es erronea",Lo lamento. Por favor entra en contacto con nuestro Departamento de Cuentas por este enlace: https://t.co/DBPl8qqe5y ^JJ,Tue Oct 31 21:54:00 +0000 2017
2304775,when will the sims 4 on Xbox one be available for preorder?,"Hi there, it looks like the digital code is available to pre-order now in ""Standard"" and ""Deluxe Party."" Here's the product page: https://t.co/1JsEOlpKw1 Let us know if you have any further questions! ^DW",Sun Nov 12 20:42:29 +0000 2017
788230,10th october,"sorry to hear that, were you given a new date? ^AS",Thu Oct 12 11:31:00 +0000 2017
816122,"Non ho ben capito, ma spero voi continuiate a farmi sorridere 😸",Ci piacerebbe farti una sorpresa; clicca sul link indicato e inserisci i dati. 😉 ^ST,Thu Oct 12 21:10:02 +0000 2017
740932,got dis defective addidas shoe #worst quality https://t.co/fiiSRAUrjp,"I'm sorry about the trouble with your order. We'd like to help, kindly connect with us here: https://t.co/vlvfJr4nN9 1/2",Wed Oct 11 13:58:36 +0000 2017
348946,Soon means how many years? For 1 day delivery its already 5 days. 10 calls i have made to ur teams &amp; ur courier team is refusing to deliver.,Kindly reply to the email you have received from the specialist team and we will assist accordingly. ^HR,Sun Oct 08 13:18:00 +0000 2017
2683503,"Y para qué os vayáis haciendo una idea, por ahora, ésta es mi cesta en https://t.co/ogmHFqiG31",Son muy buenas elecciones. 😉 ¿Ya estás preparado? ^KS,Sun Nov 19 15:04:28 +0000 2017
1133448,"i'm really trying via DM, sending e-mails to the Specialist no answers, no one really wanting to help ¯\_(ツ)_/¯","We are very sorry to hear that you had a bad experience, do you have an order pending of delivery? ^DA",Sun Oct 15 17:49:31 +0000 2017
452012,how long does it take to get a refund after a cancelled order?,"Hi Hannah! If your order was canceled before dispatch, you may be seeing an authorisation. We have more information listed here: https://t.co/UdgqdTOraO ^WT",Thu Nov 30 22:04:00 +0000 2017
806360,Quality shipping 👍🏻 it’s a good thing I don’t like collecting stuff mint or anything. 10” item in a 25” box and one flimsy paper. https://t.co/rma1Rqlmd3,"Oh no! So sorry for the trouble, Gregg. Were any of the items in the package damaged? Please let us know! ^VB",Thu Oct 12 17:48:00 +0000 2017
2061347,please. Why. Am I being charged £3.99 to cancel an item that you failed to deliver.,"This is odd! Have you reported this charge to us yet? We can take a look into it, reach us here: https://t.co/oGDklGgbCZ. ^GM",Thu Oct 19 00:46:31 +0000 2017
1732120,"Y cuando abres, evidentemente están así... #nomola https://t.co/gdlV6wEWXL",Lamento mucho lo sucedido con tu entrega. ¿Has verificado la siguiente información https://t.co/m3BBuR5UE2 ? ^VL,Tue Nov 07 12:38:29 +0000 2017
2820484,そういえば、AmazonPrimeのStudent会員になりました！(ゆゆゆをいつでもどこでも見るため),ご登録いただきありがとうございました！お気に入りのビデオをダウンロードしていただければWi-Fiが無いところでも視聴できますので、ぜひご活用ください🎶 EK,Mon Nov 27 06:33:00 +0000 2017
559880,"Oh, it seems you've lost interest, already. Can't say I'm surprised.","I'm sorry for the late response. Was the order shipped by Amazon, or a third-party seller? That information can be found here: https://t.co/q4LAMZ3tbE ^GG",Sat Dec 02 22:59:31 +0000 2017
1185815,need a non camera blackberry mobile delivered to Delhi address,"We'll be glad to help you, Avinash. However, we don't have a non camera Blackberry phone available with us. ^HD",Tue Oct 24 23:16:36 +0000 2017
2823123,"sans nouvelles lundi soir, j’ai rappelé et la personne a pu m’aider mais j’ai du de nouveau faire la commande régler 1300€ de votre service à actualisé au prix « black Friday ». Merci",Ravie d'apprendre cela. J'espère qu'on reste toujours à la hauteur de vos attentes. ^SB,Wed Nov 29 11:58:30 +0000 2017
425171,"I have bought a gift for someone and within a week, it seems to be a defective piece. But being still in warranty, I have no direction to go","I'm sorry for the inconvenience caused, Himanshu. Has this been reported to our support team yet? ^MK",Mon Nov 20 18:31:02 +0000 2017
2245420,"What's the point of having Amazon Prime if you don't get your package on time, 👎🏼",Hello! When was your parcel due for delivery? What is the current status on the tracking? Keep us posted!^CN,Sat Nov 25 15:14:00 +0000 2017
2939236,Yes had an email yesterday to reset my account but no info on my refund or my other order - customer services say they are unable to help with this info??,"Hmm, that's strange! Thanks for confirming, Tara! In this case, I would like for a member of my team to personally help investigate this closer for you. Please provide as much detail as you can here: https://t.co/P9K8t2sMa7. Please keep us posted! ^SD",Wed Nov 29 12:55:31 +0000 2017
2888271,when signing up for prime there was no option for monthly pay so I changed it after but the yearly charge still went out. How long does it take for the refund?,You should get the Annual fee (less the monthly charge) refunded - it can take up to 5 Business Days for your Bank to process the refund. Check the status of your Subscription here: https://t.co/WzQYKdoCUY ^TD,Tue Nov 28 13:29:56 +0000 2017
451986,"Yes, My last 2 consecutive orders. Shows out for shipping then when it doesn't show it delays to the next day. Not a major hassle, but also runs contrary to why I signed up for Prime years ago","Have you been provided an updated delivery date since you last reviewed your order details? Also, who is the carrier for these items? ^WM",Thu Nov 30 22:28:01 +0000 2017
128812,"Hey , have raised an issue related to my order# 171-1848063-2737135 on 16Nov and it is not yet resolved and no proper response from your CSC, how to escalate it, even CSC guys doesn't know how to take it further. Is this the way u treat ur PRIME customer?🙁","I'm sorry your concern has not been resolved yet. Please share your details here: https://t.co/beaaDm0muc and we'll contact you soon. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^JS",Fri Nov 24 04:54:36 +0000 2017
826268,If sends me another package with I’ll delete my account. Not worth the headache.,"I'm so sorry for the poor experience! Without providing account or personal info, can you let us know what's happening? ^AG",Fri Oct 13 01:18:12 +0000 2017
850103,yeah I changed my password and it still says it's incorrect,Thanks for letting us know! We feel we can provide the best assistance via phone or chat here: https://t.co/hApLpMlfHN ^DA,Fri Oct 13 14:15:00 +0000 2017
1627615,Y’all got any coupons? 👀,You can find our coupons here: https://t.co/3neXMKJmC3 ^AF,Sun Nov 05 15:27:00 +0000 2017
2290894,the tracking on Sat after the had changed to expected on the 14th when on the 10 it said delivery today,"Thanks for clarifying Sally. Please keep us posted, we want to ensure your order reaches you as soon as possible. ^TP",Sun Nov 12 10:44:00 +0000 2017
2275877,"Como digo en el comentario es por un vendedor externo ""me da igual que el vendedor sea otro"" y lo siguiente es la contestación a esta pregunta.","Me apena mucho esta situación, Alex puedes verificar tus opciones aquí https://t.co/FsUKl9G0PV ^VL",Mon Nov 13 11:12:28 +0000 2017
1515327,Schon geschehen. Habt ihr meinen Input erhalten?,"Jawohl, ist angekommen. (Y) ^UK",Sat Nov 04 12:57:00 +0000 2017
805545,not sure what else I could do to help get this delivered on time besides picking it up myself at your FC.,We'd like to look into your options. Please contact us here: https://t.co/EKXRLsnxJu ^AF,Thu Oct 12 17:55:59 +0000 2017
1131204,I should worry about my personal details. Shut up and act on what I’ve shared! I won’t want bots replying!,"We have received your details, Arvind. You should hear an update from us soon. Keep an eye on your mailbox. ^MP",Tue Oct 24 12:34:31 +0000 2017
2628821,Ça vaut le coup de précommander 3 semaines avant la sortie du jeu pour apprendre que à encore une fois merdé ! il serait temps de changer de prestataire !!!! https://t.co/nfSh30wG5A,"Bonsoir, Je suis désolée d'apprendre cela. Avez-vous contacté notre SAV pour leur faire part de la situation? ^MD",Fri Nov 17 17:38:25 +0000 2017
115867,"That worked... but it's now reverted back to only allowing Express Delivery (Monday). Have deleted and re-added my address again, but this time it's not allowing Sat/Sun delivery.","Hmm... just to confirm, Gavin, when you delete and re-add your address, are you opting to allow weekend delivery? ^BL",Fri Nov 10 19:36:36 +0000 2017
1608419,"L'attente ce fait longue, il en restait un en stock quand j'ai commandé pourtant https://t.co/CAcNOeZ3C4","Bonjour, je suis désolée pour cela. L'article est actuellement indisponible. ^SM",Sun Nov 05 09:50:53 +0000 2017
2887325,"Hi, got a message that the parcel is delivered and I am yet to receive it. Please help",Sorry about the conflicting tracking update. Please report it to our support team here: https://t.co/Ef5EfI51Tt and you will be connected to our team to assist further. ^SC,Wed Nov 29 05:26:35 +0000 2017
279896,"Hello sir , i have submitted the feedback on that link till the time haven't got any help from customer service Please do the needful",Thank you for the confirmation. We'll look into your concern and update you in the next 12 hours. ^AM,Fri Sep 29 19:40:35 +0000 2017
315324,hi . is this true https://t.co/xGpFXOpw8n,Thanks for flagging this. I've reported the issue to the concerned team internally for a review. ^KA,Sat Oct 07 07:20:00 +0000 2017
2598521,"I have a question about returns. I am getting scammed by a seller, they offered a half refund on something not even close to what I ordered, then I opened an a to z file claim. Then the seller closed my return request, does the request still go through to Amazon?",(2/2) The guidelines for an A-to-z Claim are listed here: https://t.co/zRt8mQXLJf Please keep an eye out on your junk and spam folders as sometimes the correspondence ends up there. ^KL,Fri Nov 17 05:36:00 +0000 2017
2628856,"I need help! I bought a game on amazon, a digital purchase and for some reason it logged me out and I can’t log in! I reset the password and it still says incorrect even when I enter the CORRECT one. I haven’t even gotten an email for my game!",Oh no! Please reach out to here: https://t.co/hApLpMlfHN so we can further look into this! ^JY,Fri Nov 17 17:35:35 +0000 2017
587911,has amazing customer service and if I have to shop online I only like to do it with them,Thank you! We think you're amazing too! ^SP,Sun Dec 03 15:58:31 +0000 2017
